Precipitation Amount,2014 January,Valentia Observatory,mm,288.1
Precipitation Amount,2014 February,Valentia Observatory,mm,292.4
Precipitation Amount,2014 March,Valentia Observatory,mm,135.2
Precipitation Amount,2014 April,Valentia Observatory,mm,85.5
Precipitation Amount,2014 May,Valentia Observatory,mm,115.5
Precipitation Amount,2014 June,Valentia Observatory,mm,56.0
Precipitation Amount,2014 July,Valentia Observatory,mm,81.4
Precipitation Amount,2014 August,Valentia Observatory,mm,73.7
Precipitation Amount,2014 September,Valentia Observatory,mm,26.5
Precipitation Amount,2014 October,Valentia Observatory,mm,192.4
Precipitation Amount,2014 November,Valentia Observatory,mm,202.3
Precipitation Amount,2014 December,Valentia Observatory,mm,135.4
Precipitation Amount,2015 January,Valentia Observatory,mm,199.4
Precipitation Amount,2015 February,Valentia Observatory,mm,108.1
Precipitation Amount,2015 March,Valentia Observatory,mm,135.2
Precipitation Amount,2015 April,Valentia Observatory,mm,54.0
Precipitation Amount,2015 May,Valentia Observatory,mm,127.6
Precipitation Amount,2015 June,Valentia Observatory,mm,81.4
Precipitation Amount,2015 July,Valentia Observatory,mm,120.5
Precipitation Amount,2015 August,Valentia Observatory,mm,126.0
Precipitation Amount,2015 September,Valentia Observatory,mm,148.9
Precipitation Amount,2015 October,Valentia Observatory,mm,96.1
Precipitation Amount,2015 November,Valentia Observatory,mm,199.9
Precipitation Amount,2015 December,Valentia Observatory,mm,339.0
Precipitation Amount,2016 January,Valentia Observatory,mm,293.8
Precipitation Amount,2016 February,Valentia Observatory,mm,190.6
Precipitation Amount,2016 March,Valentia Observatory,mm,104.6
Precipitation Amount,2016 April,Valentia Observatory,mm,104.0
Precipitation Amount,2016 May,Valentia Observatory,mm,77.9
Precipitation Amount,2016 June,Valentia Observatory,mm,108.0
Precipitation Amount,2016 July,Valentia Observatory,mm,83.3
Precipitation Amount,2016 August,Valentia Observatory,mm,105.1
Precipitation Amount,2016 September,Valentia Observatory,mm,182.7
Precipitation Amount,2016 October,Valentia Observatory,mm,186.4
Precipitation Amount,2016 November,Valentia Observatory,mm,76.7
Precipitation Amount,2016 December,Valentia Observatory,mm,103.8
Precipitation Amount,2017 January,Valentia Observatory,mm,167.2
Precipitation Amount,2017 February,Valentia Observatory,mm,138.7
Precipitation Amount,2017 March,Valentia Observatory,mm,135.1
Precipitation Amount,2017 April,Valentia Observatory,mm,51.4
Precipitation Amount,2017 May,Valentia Observatory,mm,77.8
Precipitation Amount,2017 June,Valentia Observatory,mm,141.5
Precipitation Amount,2017 July,Valentia Observatory,mm,108.4
Precipitation Amount,2017 August,Valentia Observatory,mm,102.8
Precipitation Amount,2017 September,Valentia Observatory,mm,204.4
Precipitation Amount,2017 October,Valentia Observatory,mm,162.2
Precipitation Amount,2017 November,Valentia Observatory,mm,107.4
Precipitation Amount,2017 December,Valentia Observatory,mm,198.8
Precipitation Amount,2018 January,Valentia Observatory,mm,238.2
Precipitation Amount,2018 February,Valentia Observatory,mm,119.1
Precipitation Amount,2018 March,Valentia Observatory,mm,130.6
Precipitation Amount,2018 April,Valentia Observatory,mm,204.5
Precipitation Amount,2018 May,Valentia Observatory,mm,114.3
Precipitation Amount,2018 June,Valentia Observatory,mm,39.2
Precipitation Amount,2018 July,Valentia Observatory,mm,50.1
Precipitation Amount,2018 August,Valentia Observatory,mm,109.4
Precipitation Amount,2018 September,Valentia Observatory,mm,118.8
Precipitation Amount,2018 October,Valentia Observatory,mm,114.7
Precipitation Amount,2018 November,Valentia Observatory,mm,253.4
Precipitation Amount,2018 December,Valentia Observatory,mm,278.6
Precipitation Amount,2019 January,Valentia Observatory,mm,134.3
Precipitation Amount,2019 February,Valentia Observatory,mm,149.8
Precipitation Amount,2019 March,Valentia Observatory,mm,175.3
Precipitation Amount,2019 April,Valentia Observatory,mm,96.8
Precipitation Amount,2019 May,Valentia Observatory,mm,49.0
Precipitation Amount,2019 June,Valentia Observatory,mm,58.0
Precipitation Amount,2019 July,Valentia Observatory,mm,83.7
Precipitation Amount,2019 August,Valentia Observatory,mm,203.9
Precipitation Amount,2019 September,Valentia Observatory,mm,176.9
Precipitation Amount,2019 October,Valentia Observatory,mm,202.4
Precipitation Amount,2019 November,Valentia Observatory,mm,171.7
Precipitation Amount,2019 December,Valentia Observatory,mm,199.8
Precipitation Amount,2020 January,Valentia Observatory,mm,146.3
Precipitation Amount,2020 February,Valentia Observatory,mm,237.6
Precipitation Amount,2020 March,Valentia Observatory,mm,115.8
Precipitation Amount,2020 April,Valentia Observatory,mm,60.1
Precipitation Amount,2020 May,Valentia Observatory,mm,52.6
Precipitation Amount,2020 June,Valentia Observatory,mm,127.4
Precipitation Amount,2020 July,Valentia Observatory,mm,214.0
Precipitation Amount,2020 August,Valentia Observatory,mm,219.7
Precipitation Amount,2020 September,Valentia Observatory,mm,94.5
Precipitation Amount,2020 October,Valentia Observatory,mm,228.1
Precipitation Amount,2020 November,Valentia Observatory,mm,201.2
Precipitation Amount,2020 December,Valentia Observatory,mm,244.2
Precipitation Amount,2021 January,Valentia Observatory,mm,152.8
Precipitation Amount,2021 February,Valentia Observatory,mm,228.2
Precipitation Amount,2021 March,Valentia Observatory,mm,88.8
Precipitation Amount,2021 April,Valentia Observatory,mm,30.5
Precipitation Amount,2021 May,Valentia Observatory,mm,174.0
Precipitation Amount,2021 June,Valentia Observatory,mm,63.4
Precipitation Amount,2021 July,Valentia Observatory,mm,53.6
Precipitation Amount,2021 August,Valentia Observatory,mm,89.1
Precipitation Amount,2021 September,Valentia Observatory,mm,121.8
Precipitation Amount,2021 October,Valentia Observatory,mm,264.9
Precipitation Amount,2021 November,Valentia Observatory,mm,93.3
Precipitation Amount,2021 December,Valentia Observatory,mm,187.9
Precipitation Amount,2022 January,Valentia Observatory,mm,74.6
Precipitation Amount,2022 February,Valentia Observatory,mm,145.6
Precipitation Amount,2022 March,Valentia Observatory,mm,73.0
Precipitation Amount,2022 April,Valentia Observatory,mm,82.7
Precipitation Amount,2022 May,Valentia Observatory,mm,74.4
Precipitation Amount,2022 June,Valentia Observatory,mm,146.0
Precipitation Amount,2022 July,Valentia Observatory,mm,57.5
Precipitation Amount,2022 August,Valentia Observatory,mm,68.6
Precipitation Amount,2022 September,Valentia Observatory,mm,175.8
Precipitation Amount,2022 October,Valentia Observatory,mm,255.9
Precipitation Amount,2022 November,Valentia Observatory,mm,354.8
Precipitation Amount,2022 December,Valentia Observatory,mm,169.8
Precipitation Amount,2023 January,Valentia Observatory,mm,196.6
Precipitation Amount,2023 February,Valentia Observatory,mm,62.0
Precipitation Amount,2023 March,Valentia Observatory,mm,239.2
Precipitation Amount,2023 April,Valentia Observatory,mm,77.7
Precipitation Amount,2023 May,Valentia Observatory,mm,57.5
Precipitation Amount,2023 June,Valentia Observatory,mm,124.5
Precipitation Amount,2023 July,Valentia Observatory,mm,170.3
Precipitation Amount,2023 August,Valentia Observatory,mm,177.1
Precipitation Amount,2023 September,Valentia Observatory,mm,189.3
Precipitation Amount,2023 October,Valentia Observatory,mm,253.1
Precipitation Amount,2023 November,Valentia Observatory,mm,165.0
Precipitation Amount,2023 December,Valentia Observatory,mm,232.3
Precipitation Amount,2024 January,Valentia Observatory,mm,126.9
Precipitation Amount,2024 February,Valentia Observatory,mm,183.2
Precipitation Amount,2024 March,Valentia Observatory,mm,239.8
Precipitation Amount,2024 April,Valentia Observatory,mm,124.1
Precipitation Amount,2024 May,Valentia Observatory,mm,57.1
Precipitation Amount,2024 June,Valentia Observatory,mm,73.5
Precipitation Amount,2024 July,Valentia Observatory,mm,76.1
Precipitation Amount,2024 August,Valentia Observatory,mm,146.9
Precipitation Amount,2024 September,Valentia Observatory,mm,84.0
Precipitation Amount,2024 October,Valentia Observatory,mm,202.8
Precipitation Amount,2014 January,Mullingar,mm,147.1
Precipitation Amount,2014 February,Mullingar,mm,154.9
Precipitation Amount,2014 March,Mullingar,mm,72.3
Precipitation Amount,2014 April,Mullingar,mm,55.4
Precipitation Amount,2014 May,Mullingar,mm,128.6
Precipitation Amount,2014 June,Mullingar,mm,63.4
Precipitation Amount,2014 July,Mullingar,mm,31.6
Precipitation Amount,2014 August,Mullingar,mm,153.8
Precipitation Amount,2014 September,Mullingar,mm,16.1
Precipitation Amount,2014 October,Mullingar,mm,121.2
Precipitation Amount,2014 November,Mullingar,mm,154.4
